Symbol,Structure,Expense Ratio,Dividend,Div Yield,Market Cap (millions),Shares (millions),Avg Vol,Beta,,,,,,,,,,,,,
EMER,ETF,0.75%,$0.23,1.35%,$1.70 ,0.1, 469 , 1.70 ,,,,,,,,,,,,,
FISN,ETF,0.69%,$0.26,2.31%,$1.70 ,0.2," 1,251 ", 2.63 ,,,,,,,,,,,,,
JYN,ETN,0.40%,,,$1.70 ,0, 275 , (3.77),,,,,,,,,,,,,
TYNS,ETF,0.65%,,,$1.70 ,0.1," 2,219 ", (1.02),,,,,,,,,,,,,
UDNT,ETN,0.95%,,,$1.70 ,0.1," 12,990 ", 4.23 ,,,,,,,,,,,,,
UINF,ETF,0.75%,$0.03,0.08%,$1.70 ,0.1, 317 , (4.30),,,,,,,,,,,,,
BXDB,ETN,0.40%,,,$1.60 ,0.1," 1,581 ", (7.66),,,,,,,,,,,,,
LCPR,ETN,1.35%,,,$1.60 ,0," 1,117 ", (7.97),,,,,,,,,,,,,
PGAL,ETF,0.61%,,,$1.60 ,0.1,, -   ,,,,,,,,,,,,,
DLBL,ETN,0.75%,,,$1.50 ,0," 1,467 ", (2.48),,,,,,,,,,,,,
FAUS,ETF,0.80%,$0.12,5.34%,$1.50 ,0.1," 2,551 ", (1.91),,,,,,,,,,,,,
FKL,ETF,0.87%,$0.08,0.42%,$1.50 ,0.1," 1,617 ", (0.91),,,,,,,,,,,,,
FMV,ETF,0.87%,$0.09,0.46%,$1.50 ,0.1," 1,050 ", (0.89),,,,,,,,,,,,,
QQQV,ETF,0.48%,,,$1.50 ,0.1, 675 , 1.75 ,,,,,,,,,,,,,
RRGR,ETF,1.40%,$0.15,0.52%,$1.50 ,0.1," 10,606 ", 0.85 ,,,,,,,,,,,,,
BRIS,ETF,0.95%,,,$1.40 ,0.1," 4,522 ", (5.65),,,,,,,,,,,,,
CHEP,ETF,0.99%,$0.71,2.73%,$1.40 ,0.1," 14,911 ", 1.31 ,,,,,,,,,,,,,
FOIL,ETN,0.75%,,,$1.40 ,0," 1,522 ", (3.14),,,,,,,,,,,,,
KRS,ETF,0.95%,,,$1.40 ,0.1," 1,981 ", (3.09),,,,,,,,,,,,,
QQQM,ETF,0.48%,,,$1.40 ,0.1, 441 , (6.06),,,,,,,,,,,,,
RETS,ETF,0.95%,,,$1.40 ,0.2," 12,666 ", (2.90),,,,,,,,,,,,,
SBM,ETF,0.95%,,,$1.40 ,0.1," 2,703 ", (1.60),,,,,,,,,,,,,
SILJ,ETF,0.69%,,,$1.40 ,0.2," 4,350 ", (3.04),,,,,,,,,,,,,
TRSK,ETF,0.71%,$0.40,1.46%,$1.40 ,0.1," 9,829 ", 1.03 ,,,,,,,,,,,,,
BDG,ETN,0.75%,,,$1.30 ,0.1, 271 , (11.67),,,,,,,,,,,,,
HKK,ETF,0.69%,,,$1.30 ,0.1," 2,175 ", 2.58 ,,,,,,,,,,,,,
JPNS,ETF,0.95%,,,$1.30 ,0.1," 1,591 ", (4.45),,,,,,,,,,,,,
JPX,ETF,0.95%,,,$1.30 ,0," 2,700 ", (3.69),,,,,,,,,,,,,
MOM,ETF,0.81%,$0.62,,$1.30 ,0.1," 6,840 ", 1.55 ,,,,,,,,,,,,,
PGD,ETN,0.89%,$0.03,0.89%,$1.30 ,0, 192 , (0.71),,,,,,,,,,,,,
SBV,ETN,0.75%,,,$1.30 ,0," 14,750 ", -   ,,,,,,,,,,,,,
SIZ,ETF,0.81%,$0.18,,$1.30 ,0.1, 975 , 0.91 ,,,,,,,,,,,,,
WSTE,ETF,0.65%,$0.32,2.48%,$1.30 ,0.1," 1,433 ", 2.81 ,,,,,,,,,,,,,
FIL,ETF,0.19%,$0.10,1.74%,$1.20 ,0.1," 6,500 ", (1.54),,,,,,,,,,,,,
GGEM,ETF,0.85%,$0.24,1.00%,$1.20 ,0.1," 7,429 ", (4.32),,,,,,,,,,,,,
KORZ,ETF,1.10%,,,$1.20 ,0.1, 391 , (7.18),,,,,,,,,,,,,
MATS,ETF,0.95%,,,$1.20 ,0.1," 5,617 ", (3.92),,,,,,,,,,,,,
COWS,ETF,0.95%,,,$1.10 ,0.1," 2,480 ", (4.76),,,,,,,,,,,,,
GEMS,ETF,0.69%,$0.09,0.41%,$1.10 ,0.1, 858 , 3.18 ,,,,,,,,,,,,,
HDGI,ETF,1.50%,,,$1.10 ,0.1," 15,329 ", (1.02),,,,,,,,,,,,,
LEDD,ETN,0.75%,,,$1.10 ,0," 1,200 ", 3.86 ,,,,,,,,,,,,,
LPAL,ETN,1.35%,,,$1.10 ,0," 1,372 ", 7.38 ,,,,,,,,,,,,,
NOMO,ETF,0.81%,$0.47,2.17%,$1.10 ,0.1," 3,483 ", 1.22 ,,,,,,,,,,,,,
SMK,ETF,0.95%,,,$1.10 ,0, 982 , (6.68),,,,,,,,,,,,,
SNDS,ETF,0.50%,$1.52,7.58%,$1.10 ,0.1," 11,828 ", 1.88 ,,,,,,,,,,,,,
TOTS,ETF,0.65%,$2.00,,$1.10 ,0.1," 1,461 ", (1.29),,,,,,,,,,,,,
VGEM,ETF,0.85%,$0.07,0.31%,$1.10 ,0.1," 5,538 ", 4.01 ,,,,,,,,,,,,,
IGEM,ETF,0.85%,$0.19,1.02%,$1.00 ,0.1," 7,229 ", 3.29 ,,,,,,,,,,,,,
ROSA,ETN,0.50%,,,$1.00 ,0.1," 1,077 ", (19.27),,,,,,,,,,,,,
TLL,ETF,0.95%,$0.11,2.64%,$1.00 ,0.1," 1,426 ", (3.37),,,,,,,,,,,,,
CUPM,ETN,0.75%,,,$0.90 ,0," 1,029 ", 1.84 ,,,,,,,,,,,,,
GWO,ETN,0.75%,,,$0.90 ,0.1, 616 , 12.00 ,,,,,,,,,,,,,
SDK,ETF,0.95%,$0.75,,$0.90 ,0.1," 1,800 ", (3.85),,,,,,,,,,,,,
URR,ETN,0.65%,,,$0.90 ,0," 3,384 ", 2.07 ,,,,,,,,,,,,,
VZZB,ETN,0.89%,,,$0.90 ,0.1," 6,155 ", (8.17),,,,,,,,,,,,,
FOL,Commodity Pool,0.75%,,,$0.80 ,0.2," 8,978 ", (6.43),,,,,,,,,,,,,
JEM,ETN,0.89%,$0.22,5.06%,$0.80 ,0," 1,229 ", (1.77),,,,,,,,,,,,,
MSXX,ETF,0.69%,$0.22,1.40%,$0.80 ,0.1," 3,260 ", (3.50),,,,,,,,,,,,,
SJF,ETF,0.95%,$9.59,,$0.80 ,0, 461 , (6.44),,,,,,,,,,,,,
UGEM,ETF,0.85%,$0.29,1.79%,$0.80 ,0.1," 4,958 ", 2.74 ,,,,,,,,,,,,,
UOIL,ETN,1.35%,,,$0.80 ,0," 1,090 ", 9.06 ,,,,,,,,,,,,,
GRWN,ETN,0.75%,,,$0.70 ,0, 125 , (6.30),,,,,,,,,,,,,
SCPR,ETN,1.35%,,,$0.70 ,0, 300 , (7.37),,,,,,,,,,,,,
TWQ,ETF,0.95%,,,$0.70 ,0," 2,172 ", (2.85),,,,,,,,,,,,,
DFVL,ETN,0.75%,,,$0.60 ,0," 2,650 ", -   ,,,,,,,,,,,,,
DOIL,ETN,1.35%,,,$0.60 ,0, 804 , (14.35),,,,,,,,,,,,,
MEXS,ETF,0.69%,$0.17,1.30%,$0.60 ,0.1," 1,387 ", 6.22 ,,,,,,,,,,,,,
SJL,ETF,0.95%,$2.67,5.04%,$0.60 ,0," 1,076 ", (5.31),,,,,,,,,,,,,
HEVY,ETN,0.75%,,,$0.50 ,0,, -   ,,,,,,,,,,,,,
IPAL,ETN,1.35%,,,$0.40 ,0," 1,129 ", (13.73),,,,,,,,,,,,,
ALTL,ETN,1.00%,,,$0.00 ,0," 12,518 ", 1.00 ,,,,,,,,,,,,,
ASO,,0.85%,,,$0.00 ,0,,,,,,,,,,,,,,,
BSR,,0.85%,,,$0.00 ,0,,,,,,,,,,,,,,,
CRO,,0.65%,,,$0.00 ,0,,,,,,,,,,,,,,,
DBN,ETF,0.58%,,,$0.00 ,0,,,,,,,,,,,,,,,
DBR,,0.58%,,,$0.00 ,0,,,,,,,,,,,,,,,
DBT,,0.58%,,,$0.00 ,0,,,,,,,,,,,,,,,
DDI,,0.58%,,,$0.00 ,0,,,,,,,,,,,,,,,
DEB,,0.48%,,,$0.00 ,0,,,,,,,,,,,,,,,
DGG,,0.58%,,,$0.00 ,0,,,,,,,,,,,,,,,
DKA,ETF,0.58%,,,$0.00 ,0,,,,,,,,,,,,,,,
DMM,,1.25%,,,$0.00 ,0,,,,,,,,,,,,,,,
DND,ETF,0.48%,,,$0.00 ,0,,,,,,,,,,,,,,,
DOY,,0.95%,,,$0.00 ,0,,,,,,,,,,,,,,,
DPC,,0.58%,,,$0.00 ,0,,,,,,,,,,,,,,,
DPN,,0.58%,,,$0.00 ,0,,,,,,,,,,,,,,,
DRF,,0.58%,,,$0.00 ,0,,,,,,,,,,,,,,,
DSC,ETF,0.25%,,,$0.00 ,0,,,,,,,,,,,,,,,
DSG,ETF,0.25%,,,$0.00 ,0,,,,,,,,,,,,,,,
DSV,ETF,0.25%,,,$0.00 ,0,,,,,,,,,,,,,,,
EEG,ETF,0.75%,,,$0.00 ,0,,,,,,,,,,,,,,,
EEO,ETF,0.85%,,,$0.00 ,0,,,,,,,,,,,,,,,
EEZ,,0.38%,,,$0.00 ,0,,,,,,,,,,,,,,,
EFN,ETF,0.85%,,,$0.00 ,0,,,,,,,,,,,,,,,
ELG,ETF,0.20%,,,$0.00 ,0,,,,,,,,,,,,,,,
EMCG,ETF,0.63%,,,$0.00 ,0," 15,135 ", (1.89),,,,,,,,,,,,,
EMG,ETF,0.25%,,,$0.00 ,0,,,,,,,,,,,,,,,
EMSA,ETN,0.80%,,,$0.00 ,0,, -   ,,,,,,,,,,,,,
EMV,ETF,0.25%,,,$0.00 ,0,,,,,,,,,,,,,,,
ETFY,,0.55%,,,$0.00 ,0,,,,,,,,,,,,,,,
FGHY,ETN,0.64%,,,$0.00 ,0,,,,,,,,,,,,,,,
GLDI,ETN,0.65%,,,$0.00 ,0," 14,370 ", (1.83),,,,,,,,,,,,,
GOE,,0.38%,,,$0.00 ,0,,,,,,,,,,,,,,,
GSD,ETF,0.35%,,,$0.00 ,0,,,,,,,,,,,,,,,
GSO,ETF,0.35%,,,$0.00 ,0,,,,,,,,,,,,,,,
GSR,ETF,0.35%,,,$0.00 ,0,,,,,,,,,,,,,,,
GSW,ETF,0.35%,,,$0.00 ,0,,,,,,,,,,,,,,,
GSZ,ETF,0.50%,,,$0.00 ,0,,,,,,,,,,,,,,,
HPVW,ETF,0.95%,,,$0.00 ,0,,,,,,,,,,,,,,,
HYE,ETF,0.40%,,,$0.00 ,0,,,,,,,,,,,,,,,
HYZD,ETF,0.43%,,,$0.00 ,0,, -   ,,,,,,,,,,,,,
IGW,ETF,0.48%,,,$0.00 ,0,,,,,,,,,,,,,,,
IRO,,0.60%,,,$0.00 ,0,,,,,,,,,,,,,,,
JJAC,,0.70%,,,$0.00 ,0,,,,,,,,,,,,,,,
JVS,ETF,0.68%,,,$0.00 ,0,,,,,,,,,,,,,,,
LSO,,0.75%,,,$0.00 ,0,,,,,,,,,,,,,,,
MZG,,0.40%,,,$0.00 ,0,,,,,,,,,,,,,,,
MZN,,0.40%,,,$0.00 ,0,,,,,,,,,,,,,,,
MZO,,0.40%,,,$0.00 ,0,,,,,,,,,,,,,,,
OOK,,0.20%,,,$0.00 ,0,,,,,,,,,,,,,,,
PBTQ,ETF,0.75%,,,$0.00 ,0,,,,,,,,,,,,,,,
PEF,ETF,0.75%,,,$0.00 ,0,,,,,,,,,,,,,,,
PJM,ETF,0.60%,,,$0.00 ,0,,,,,,,,,,,,,,,
PJO,ETF,0.75%,,,$0.00 ,0,,,,,,,,,,,,,,,
PMY,,0.75%,,,$0.00 ,0,,,,,,,,,,,,,,,
PNXQ,ETF,0.70%,,,$0.00 ,0,,,,,,,,,,,,,,,
PQBW,ETF,0.75%,,,$0.00 ,0,,,,,,,,,,,,,,,
PQSC,ETF,0.70%,,,$0.00 ,0,,,,,,,,,,,,,,,
QQQQ,UIT,0.20%,,,$0.00 ,0,,,,,,,,,,,,,,,
REA,,0.70%,,,$0.00 ,0,,,,,,,,,,,,,,,
REC,,0.70%,,,$0.00 ,0,,,,,,,,,,,,,,,
RFF,,0.89%,,,$0.00 ,0,,,,,,,,,,,,,,,
RFL,,0.70%,,,$0.00 ,0,,,,,,,,,,,,,,,
RFN,,0.70%,,,$0.00 ,0,,,,,,,,,,,,,,,
RGRA,ETN,0.95%,,,$0.00 ,0," 8,387 ", (0.64),,,,,,,,,,,,,
RGRC,ETN,0.95%,,,$0.00 ,0," 4,448 ", 0.68 ,,,,,,,,,,,,,
RGRE,ETN,0.95%,,,$0.00 ,0, 240 , (2.98),,,,,,,,,,,,,
RGRI,ETN,0.95%,,,$0.00 ,0," 10,758 ", (1.52),,,,,,,,,,,,,
RGRP,ETN,0.95%,,,$0.00 ,0, 357 , (3.67),,,,,,,,,,,,,
RHM,,0.70%,,,$0.00 ,0,,,,,,,,,,,,,,,
RHO,,0.70%,,,$0.00 ,0,,,,,,,,,,,,,,,
RMM,,0.70%,,,$0.00 ,0,,,,,,,,,,,,,,,
RMS,,0.70%,,,$0.00 ,0,,,,,,,,,,,,,,,
ROB,,0.70%,,,$0.00 ,0,,,,,,,,,,,,,,,
RPQ,,0.89%,,,$0.00 ,0,,,,,,,,,,,,,,,
RRY,,0.70%,,,$0.00 ,0,,,,,,,,,,,,,,,
RRZ,,0.70%,,,$0.00 ,0,,,,,,,,,,,,,,,
RTG,,0.70%,,,$0.00 ,0,,,,,,,,,,,,,,,
RTW,,0.70%,,,$0.00 ,0,,,,,,,,,,,,,,,
SCEQ,ETF,0.49%,,,$0.00 ,0,,,,,,,,,,,,,,,
SLVO,ETN,0.65%,$0.20,11.20%,$0.00 ,0," 19,575 ", (2.74),,,,,,,,,,,,,
SMDV,ETF,0.45%,,,$0.00 ,0,,,,,,,,,,,,,,,
TDTS,ETF,0.20%,,,$0.00 ,0,,,,,,,,,,,,,,,
TEST,,,,,$0.00 ,0,, -   ,,,,,,,,,,,,,
TWOL,ETF,0.95%,,,$0.00 ,0,,,,,,,,,,,,,,,
TWOZ,ETF,0.95%,,,$0.00 ,0,,,,,,,,,,,,,,,
TXF,,0.20%,,,$0.00 ,0,,,,,,,,,,,,,,,
UEM,,0.37%,,,$0.00 ,0,,,,,,,,,,,,,,,
UMM,,1.25%,,,$0.00 ,0,,,,,,,,,,,,,,,
UOY,,0.95%,,,$0.00 ,0,,,,,,,,,,,,,,,
USY,,0.25%,,,$0.00 ,0,,,,,,,,,,,,,,,
XLBS,ETF,0.29%,,,$0.00 ,0,,,,,,,,,,,,,,,
XLES,ETF,0.29%,,,$0.00 ,0,,,,,,,,,,,,,,,
XLFS,ETF,0.29%,,,$0.00 ,0,,,,,,,,,,,,,,,
XLIS,ETF,0.29%,,,$0.00 ,0,,,,,,,,,,,,,,,
XLKS,ETF,0.29%,,,$0.00 ,0,,,,,,,,,,,,,,,
XLPS,ETF,0.29%,,,$0.00 ,0,,,,,,,,,,,,,,,
XLUS,ETF,0.29%,,,$0.00 ,0,,,,,,,,,,,,,,,
XLVS,ETF,0.29%,,,$0.00 ,0,,,,,,,,,,,,,,,
XLYS,ETF,0.29%,,,$0.00 ,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
